Published,Snippet,Lead Paragraph,Main Headline,Print Headline,Seo Headline
2019-04-03T15:27:52+0000,A man who runs a beach club in the Philippines took a stand against “wannabe freeloaders.”,A man who runs a beach club in the Philippines took a stand against “wannabe freeloaders.”,"No, Your Instagram ‘Influence’ Is Not as Good as Cash, Club Owner Says",Your Instagram Status May Have Little Influence Here,
2019-02-04T18:45:42+0000,"The workplace messaging company, one of the technology industry’s so-called unicorns, said Monday it had confidentially filed to go public.","The workplace messaging company, one of the technology industry’s so-called unicorns, said Monday it had confidentially filed to go public.","Slack Files for Public Offering, Joining Silicon Valley’s Stock Market Rush",Slack Quietly Joins the Stampede Of Start-Ups Bound for the Market,
2019-04-01T03:44:37+0000,"His death, in a shooting in which two others were wounded, prompted an outpouring of support from the Los Angeles community that he championed.","His death, in a shooting in which two others were wounded, prompted an outpouring of support from the Los Angeles community that he championed.","Nipsey Hussle, Rapper and Activist, Is Shot Dead in Los Angeles",,
2019-01-12T17:16:52+0000,"Rarely have British and American politics seemed as synchronized as they do in the chilly dawn of 2019, when pro-globalization elites battle the populists.","Rarely have British and American politics seemed as synchronized as they do in the chilly dawn of 2019, when pro-globalization elites battle the populists.",Brexit and the U.S. Shutdown: Two Governments in Paralysis,Brexit and the Shutdown: Populism Gives Rise to Twin Impasses,
2019-03-27T23:10:21+0000,Democrats are offering up a litany of exciting big ideas. Let’s take a look.,Democrats are offering up a litany of exciting big ideas. Let’s take a look.,A Dummy’s Guide to Democratic Policy Proposals,"A Guide To Democrats’ Big, Bold Ideas",
2019-02-28T22:50:29+0000,"The ride-hailing companies intend to set up programs to give cash to some of their drivers, enabling them to buy company stock ahead of an initial public offering.","The ride-hailing companies intend to set up programs to give cash to some of their drivers, enabling them to buy company stock ahead of an initial public offering.",Uber and Lyft Said to Offer Drivers a Chance to Participate in I.P.O.s,Uber and Lyft May Help Their Drivers Buy Stock,
2019-02-26T03:03:33+0000,Would soldiers turn away food for their own people? These images capture the day the Venezuelan opposition rolled the dice.,Would soldiers turn away food for their own people? These images capture the day the Venezuelan opposition rolled the dice.,The Venezuela Battle Border,The Venezuela Battle Border,
2019-03-21T20:02:58+0000,"Exclusive options in public education, like Stuyvesant High School, will never lead the way to a fairer America.","Exclusive options in public education, like Stuyvesant High School, will never lead the way to a fairer America.","Stop Fixating on One Elite High School, Stuyvesant. There Are Bigger Problems.",Beware the Stuyvesant Obsession,
2019-03-21T15:12:20+0000,"“Little Boy” recounts his life story in a free association of flashes and arias, of high and low culture — the verbal riffs of a good talker.","“Little Boy” recounts his life story in a free association of flashes and arias, of high and low culture — the verbal riffs of a good talker.",Lawrence Ferlinghetti Celebrates His 100th Birthday With a Novel,"Bright Lights, Big City",
2019-03-14T04:00:09+0000,"One of Madrid’s top museums carries Lorne Thyssen-Bornemisza’s family name, and now his gallery of antiquities is making its full-fledged debut at Tefaf Maastricht.","One of Madrid’s top museums carries Lorne Thyssen-Bornemisza’s family name, and now his gallery of antiquities is making its full-fledged debut at Tefaf Maastricht.",Art Collecting Is in His Blood,Collecting is in his blood,
2019-01-29T16:10:41+0000,Modern Turkey is the backdrop for a father-son story rich with literary overtones and philosophical implications.,Modern Turkey is the backdrop for a father-son story rich with literary overtones and philosophical implications.,‘The Wild Pear Tree’ Review: A Gambler and a Writer at Odds,"A Writer and a Gambler, Adrift and at Odds",
2019-04-03T17:49:50+0000,The new state-of-the-art Public Records in Brooklyn is the latest addition to a budding group of clubs that encourage close listening and community building.,The new state-of-the-art Public Records in Brooklyn is the latest addition to a budding group of clubs that encourage close listening and community building.,An Experimental Music Scene Grows in Gowanus,Going to Gowanus? You Heard That Right,
2019-03-09T10:00:19+0000,"A developer of high-end golf communities says buyers are seeking additional outdoor activities, like hiking, fly fishing and mountain biking.","A developer of high-end golf communities says buyers are seeking additional outdoor activities, like hiking, fly fishing and mountain biking.",Looking Beyond the Golf Course,Looking beyond the golf course,
2019-01-16T10:00:06+0000,"In the East London neighborhood of Dalston, subterranean fashion shops, eclectic restaurants and a hopping indie music scene make for an unexpected slice of the city.","In the East London neighborhood of Dalston, subterranean fashion shops, eclectic restaurants and a hopping indie music scene make for an unexpected slice of the city.",Five Places to Visit in London,Buzz Is the Password for Dynamic Dalston,
2019-01-28T23:30:03+0000,Taxing the superrich is an idea whose time has come — again.,Taxing the superrich is an idea whose time has come — again.,Elizabeth Warren Does Teddy Roosevelt,Elizabeth Warren Does Teddy Roosevelt,
2019-03-19T09:00:05+0000,Passion can be a gift or a curse.,Passion can be a gift or a curse.,The Right Way to Follow Your Passion,The Right Way to Follow Your Passion,
2019-01-06T17:58:36+0000,"A writer whose best-known novel became a hit movie for Charles Bronson. He wrote a follow-up, “Death Sentence,” to atone for the earlier book’s violence.","A writer whose best-known novel became a hit movie for Charles Bronson. He wrote a follow-up, “Death Sentence,” to atone for the earlier book’s violence.","Brian Garfield, Prolific Author of ‘Death Wish,’ Dies at 79","Brian Garfield, 79, Writer of Suspense Whose Tales Found a Home at the Movies",
2019-02-15T19:26:15+0000,Politicians’ memoirs can give insight into their values.,Politicians’ memoirs can give insight into their values.,"Read Books by Kamala Harris, Kirsten Gillibrand and Other 2020 Presidential Candidates","Read Books by Kamala Harris, Kirsten Gillibrand and Other 2020 Presidential Candidates",
2019-01-04T12:28:50+0000,The Chinese central bank’s move is intended to send a signal that Beijing is ready to stem a slowdown that has darkened the global outlook.,The Chinese central bank’s move is intended to send a signal that Beijing is ready to stem a slowdown that has darkened the global outlook.,China Pours $218 Billion Into the Economy as Growth Slows,China Pours $218 Billion Into the Economy as Growth Slows,
2019-03-11T10:00:03+0000,Refusing to provide children with medically accurate sex education isn’t ideological — it’s negligent.,Refusing to provide children with medically accurate sex education isn’t ideological — it’s negligent.,How to Make Sex More Dangerous,How to Make Sex More Dangerous,
2019-03-09T16:28:04+0000,"A growing number of state legislatures across the country are considering proposals to spring forward, but never fall back — and stay on daylight time forever.","A growing number of state legislatures across the country are considering proposals to spring forward, but never fall back — and stay on daylight time forever.",Daylight Saving Is Here. Suppose We Made This Time Change Our Last?,Daylight Saving Is Here. Suppose We Made This Time Change Our Last?,
2019-01-14T20:56:58+0000,Canadian air traffic controllers have sent their American counterparts pizza amid a shutdown which has left thousands without pay.,Canadian air traffic controllers have sent their American counterparts pizza amid a shutdown which has left thousands without pay.,"Canada’s Air Controllers, Purveyors of Pizza Goodwill",Pizza Goodwill From Up North,
2019-03-09T10:00:05+0000,"Race/Related is a weekly newsletter focused on race and identity, with provocative stories from around The New York Times.","Race/Related is a weekly newsletter focused on race and identity, with provocative stories from around The New York Times.",What It’s Like to Be a Black Man in Japan,What It’s Like to Be a Black Man in Japan,
2019-03-05T18:20:54+0000,Democrats are questioning why firms that manufactured products in China but claimed they were American-made did not get tougher punishment from the Federal Trade Commission.,Democrats are questioning why firms that manufactured products in China but claimed they were American-made did not get tougher punishment from the Federal Trade Commission.,Companies Falsely Labeled Products ‘Made in U.S.A.’ Their Financial Penalty? $0.,U.S.-Made? Wrist Slap If Labels Lie ,
2019-03-28T22:00:23+0000,"Unicorn companies like Lyft are finally going public, after large gains have been captured by elite early investors.","Unicorn companies like Lyft are finally going public, after large gains have been captured by elite early investors.","In This Tech I.P.O. Wave, Big Investors Grab More of the Gains",Sky’s the Limit for I.P.O.s?,
