Published,Headline
2018-10-11T16:55:19+0000,It’s a traditionally G.O.P.-friendly district -- Mr. Trump won it by 10 points -- but college-educated suburban voters here have recently been edging toward Democrats.
2018-06-28T09:55:04+0000,Trump knows how to provoke his opponents. But liberals — and the Democratic Party — shouldn’t take the bait.
2019-01-03T22:00:03+0000,Our guide to new art shows and some that will be closing soon.
2018-04-26T07:00:01+0000,"Her glittery, bawdy feminist work gets likes on Instagram and love at Bergdorf."
2018-03-23T10:00:01+0000,Rahysa Vargas and Christopher Cheng managed to work through their different personalities and cultural backgrounds.
2018-08-20T09:00:10+0000,"A poet returns to his ancestral country where, after the recent “velvet revolution,” the sense of a new era is palpable."
2018-09-12T09:00:09+0000,"Ayn Rand’s “Atlas Shrugged,” Boris Pasternak’s “Doctor Zhivago” and Vladimir Nabokov’s “Lolita” continue to be controversial even today."
2018-05-24T15:29:38+0000,"Creating businesses that not only help people, but also help people open their eyes."
2018-11-15T22:00:04+0000,Our guide to new art shows and some that will be closing soon.
2018-09-07T11:41:31+0000,Our roundup of the news stories and features about young people that have recently appeared across sections of NYTimes.com.
2018-12-20T15:51:26+0000,Who is the rightful inventor of the blockbuster swimsuit known as the Kiini?
2018-04-10T09:00:09+0000,"Temples, floating markets, candlelight cruises, massages: you can create your own water-themed tour."
2018-12-13T22:00:06+0000,Our guide to new art shows and some that will be closing soon.
2019-02-07T12:00:01+0000,These women want the right to compete in big-wave contests — and get paid as much as men do.
2018-04-30T15:14:57+0000,A city known for its barbecue and Tex-Mex cooking has spawned an accomplished roster of Japanese restaurants.
2018-12-02T08:00:13+0000,The founder of Southwest Key made millions from housing migrant children. His nonprofit has stockpiled taxpayer dollars and possibly engaged in self-dealing with top executives.
2018-07-17T20:54:46+0000,"The former president offered an impassioned defense of international institutions, seeming to take aim at President Trump."
2018-04-25T21:04:03+0000,"Rosie Perez, Thurston Moore and others on how they made it in New York during one of the city’s most dizzying periods, from 1981 through 1983."
2018-11-29T22:00:05+0000,Our guide to new art shows and some that will be closing soon.
2018-11-22T21:00:04+0000,Our guide to new art shows and some that will be closing soon.
2018-12-27T22:00:08+0000,Our guide to new art shows and some that will be closing soon.
2018-08-23T08:00:04+0000,"Five writers on what made the protean Bernstein, born 100 years ago, one of the most indelible figures in the history of the arts."
2018-04-11T00:34:26+0000,"Rebekah and Robert Mercer, the conservative donors behind Cambridge Analytica, are trying to limit damage to their nascent empire and deflect scrutiny from their business endeavors."
2018-11-03T19:02:56+0000,Punishment of banks and big companies accused of malfeasance has declined precipitously since the Obama era.
2018-06-23T10:00:01+0000,"A fabled family finds their showbiz portrayals “demonizing,” “disgusting” and unrepresentative of their super-L.G.B.T.Q. values."
2018-06-19T14:42:28+0000,Joel Mesler ran a successful gallery on the Lower East Side for years. Then he left the city and started a new chapter.
2018-09-18T14:45:57+0000,"This district backed Barack Obama twice by double digits, then Donald J. Trump won it by four points."
2018-04-20T09:00:09+0000,The isolated North is finding ways to cope with tough new penalties. Is the economic pressure enough to get Kim Jong-un to give up his weapons?
2018-09-07T15:48:13+0000,"With a single scholarly article, Lina Khan, 29, has reframed decades of monopoly law."
2018-06-30T13:09:29+0000,"Scrambling to turn out its first mass-market electric car, the automaker set up multiple assembly lines and is changing production processes on the fly."
2018-09-07T21:09:58+0000,
2018-09-07T18:14:21+0000,"The Infowars founder and Trump backer is as much marketer as ideological warrior, selling products to assuage the fears he is so expert at stoking."
2019-01-23T16:15:48+0000,Over 100 Times articles and essays from across sections — and ideas for how to use them in a school setting. What would you add?
2018-03-28T19:49:25+0000,"When thousands of women get together on social media, wryly invoking the suicidal author Virginia Woolf as their muse, what could possibly go wrong?"
2018-04-21T11:00:08+0000,"The reinvention of the 200-year-old American brand by its brash Italian owner, Claudio Del Vecchio, has meant staying true to its past."
